trade_id,trade_date,settle_date,asset_class,counterparty,side,quantity,price,notional,status,fail_reason,days_to_resolve,actual_settle_date,fail_status,days_late,aging_bucket,estimated_cost
T102958,2026-04-28,2026-04-29,Equity,Harborview Asset Services,Buy,7154,32.27,230874.8,Settled On Time,,,,N/A,0.0,,0.0
T102959,2026-05-04,2026-05-05,Government Bond,Ridgeline Brokerage,Sell,1223551,98.01,119925363.48,Settled On Time,,,,N/A,0.0,,0.0
T102960,2026-07-06,2026-07-08,Corporate Bond,Oakferry Markets,Buy,1765097,103.48,182650195.27,Settled On Time,,,,N/A,0.0,,0.0
T102961,2026-07-22,2026-07-23,Government Bond,Fenwick Custody Solutions,Sell,378171,100.85,38139157.6,Settled On Time,,,,N/A,0.0,,0.0
T102962,2026-03-13,2026-03-16,Equity,Greystone Trading LLC,Sell,8296,44.31,367624.79,Settled On Time,,,,N/A,0.0,,0.0
T102963,2026-07-24,2026-07-27,ETF,Meridian Capital Partners,Sell,16682,108.71,1813534.46,Settled On Time,,,,N/A,0.0,,0.0
T102964,2026-04-20,2026-04-21,Equity,Lindenmoor Securities,Sell,9596,143.08,1373042.54,Settled On Time,,,,N/A,0.0,,0.0
T102965,2026-06-09,2026-06-10,ETF,Journeyman Capital,Sell,13995,27.25,381405.4,Settled On Time,,,,N/A,0.0,,0.0
T102966,2026-08-03,2026-08-04,Equity,Ironwood Clearing,Buy,16459,98.71,1624653.26,Settled On Time,,,,N/A,0.0,,0.0
T102967,2026-04-07,2026-04-08,Equity,Sable Point Capital,Buy,12198,39.03,476035.78,Settled On Time,,,,N/A,0.0,,0.0
T102968,2026-04-07,2026-04-08,ETF,Kestrel Institutional Brokers,Buy,18492,24.87,459876.75,Settled On Time,,,,N/A,0.0,,0.0
T102969,2026-08-20,2026-08-21,Equity,Palisade Trading Group,Sell,3512,39.0,136974.99,Settled On Time,,,,N/A,0.0,,0.0
T102970,2026-05-05,2026-05-06,ETF,Thornfield Global Clearing,Buy,8122,108.98,885107.05,Settled On Time,,,,N/A,0.0,,0.0
T102971,2026-08-17,2026-08-19,Corporate Bond,Greystone Trading LLC,Buy,1415711,93.04,131719733.83,Settled On Time,,,,N/A,0.0,,0.0
T102972,2026-05-01,2026-05-04,Equity,Palisade Trading Group,Sell,5484,101.47,556437.12,Settled On Time,,,,N/A,0.0,,0.0
T102973,2026-06-17,2026-06-18,Government Bond,Quorum Custody Bank,Sell,1334237,94.4,125952409.81,Settled On Time,,,,N/A,0.0,,0.0
T102974,2026-05-28,2026-05-29,ETF,Everline Global Markets,Buy,11806,13.13,155009.82,Settled On Time,,,,N/A,0.0,,0.0
T102975,2026-08-21,2026-08-25,Corporate Bond,Everline Global Markets,Sell,1752558,91.55,160438529.38,Settled On Time,,,,N/A,0.0,,0.0
T102976,2026-06-04,2026-06-08,Corporate Bond,Dunmore & Co.,Buy,500005,104.71,52353541.9,Settled On Time,,,,N/A,0.0,,0.0
T102977,2026-05-27,2026-05-29,Corporate Bond,Meridian Capital Partners,Buy,170555,94.91,16187179.01,Settled On Time,,,,N/A,0.0,,0.0
T102978,2026-05-21,2026-05-25,Corporate Bond,Palisade Trading Group,Buy,1378503,98.28,135484833.85,Settled On Time,,,,N/A,0.0,,0.0
T102979,2026-05-05,2026-05-06,Government Bond,Palisade Trading Group,Buy,1866528,98.62,184076641.35,Settled On Time,,,,N/A,0.0,,0.0
T102980,2026-05-15,2026-05-19,Corporate Bond,Harborview Asset Services,Buy,49723,95.0,4723571.6,Settled On Time,,,,N/A,0.0,,0.0
T102981,2026-05-20,2026-05-21,Equity,Oakferry Markets,Buy,6300,24.17,152288.96,Settled On Time,,,,N/A,0.0,,0.0
T102982,2026-07-14,2026-07-15,Equity,Ashford Securities,Sell,12171,55.46,675007.23,Settled On Time,,,,N/A,0.0,,0.0
T102983,2026-03-05,2026-03-09,Corporate Bond,Northbridge Prime Services,Sell,405655,98.59,39994458.98,Settled On Time,,,,N/A,0.0,,0.0
T102984,2026-05-27,2026-05-28,Equity,Journeyman Capital,Buy,15332,35.73,547798.64,Settled On Time,,,,N/A,0.0,,0.0
T102985,2026-06-04,2026-06-05,Equity,Quorum Custody Bank,Buy,3063,48.42,148296.35,Settled On Time,,,,N/A,0.0,,0.0
T102986,2026-07-13,2026-07-14,Equity,Thornfield Global Clearing,Buy,14487,96.19,1393574.41,Failed,DK - Trade/Documentation Discrepancy,3.0,2026-07-17,Resolved,3.0,3-5 days,615.5
T102987,2026-06-25,2026-06-26,ETF,Lindenmoor Securities,Buy,12330,60.87,750529.8,Settled On Time,,,,N/A,0.0,,0.0
T102988,2026-05-14,2026-05-15,Equity,Meridian Capital Partners,Sell,12470,34.18,426174.86,Settled On Time,,,,N/A,0.0,,0.0
T102989,2026-03-18,2026-03-20,Corporate Bond,Sable Point Capital,Buy,453176,99.09,44905944.99,Settled On Time,,,,N/A,0.0,,0.0
T102990,2026-05-04,2026-05-06,Corporate Bond,Greystone Trading LLC,Sell,396461,104.33,41363569.08,Settled On Time,,,,N/A,0.0,,0.0
T102991,2026-04-13,2026-04-15,Corporate Bond,Caldera Prime Brokerage,Buy,1821480,101.66,185175344.58,Settled On Time,,,,N/A,0.0,,0.0
T102992,2026-04-03,2026-04-06,Equity,Kestrel Institutional Brokers,Buy,4215,107.98,455116.4,Settled On Time,,,,N/A,0.0,,0.0
T102993,2026-07-07,2026-07-08,ETF,Harborview Asset Services,Buy,947,148.62,140746.87,Settled On Time,,,,N/A,0.0,,0.0
T102994,2026-05-22,2026-05-25,ETF,Meridian Capital Partners,Buy,13428,89.91,1207312.97,Settled On Time,,,,N/A,0.0,,0.0
T102995,2026-07-20,2026-07-21,ETF,Palisade Trading Group,Sell,14375,89.5,1286575.25,Settled On Time,,,,N/A,0.0,,0.0
T102996,2026-03-23,2026-03-25,Corporate Bond,Kestrel Institutional Brokers,Sell,1750058,95.65,167394147.03,Settled On Time,,,,N/A,0.0,,0.0
T102997,2026-08-24,2026-08-25,Equity,Greystone Trading LLC,Sell,2950,254.6,751082.89,Settled On Time,,,,N/A,0.0,,0.0
T102998,2026-05-22,2026-05-25,Government Bond,Lindenmoor Securities,Buy,236726,99.97,23665677.47,Settled On Time,,,,N/A,0.0,,0.0
T102999,2026-04-13,2026-04-14,Equity,Ironwood Clearing,Sell,3024,83.33,251989.36,Settled On Time,,,,N/A,0.0,,0.0
T103000,2026-05-01,2026-05-05,Corporate Bond,Dunmore & Co.,Buy,1071962,93.78,100524400.48,Settled On Time,,,,N/A,0.0,,0.0
T103001,2026-07-28,2026-07-29,ETF,Palisade Trading Group,Buy,2746,52.74,144823.49,Settled On Time,,,,N/A,0.0,,0.0
T103002,2026-07-03,2026-07-06,Equity,Greystone Trading LLC,Sell,15535,51.48,799698.92,Settled On Time,,,,N/A,0.0,,0.0
T103003,2026-03-30,2026-04-01,Corporate Bond,Kestrel Institutional Brokers,Sell,1353587,101.0,136710984.78,Settled On Time,,,,N/A,0.0,,0.0
T103004,2026-08-24,2026-08-25,Equity,Sable Point Capital,Sell,4785,122.73,587267.62,Settled On Time,,,,N/A,0.0,,0.0
T103005,2026-03-20,2026-03-24,Corporate Bond,Dunmore & Co.,Sell,1298576,97.94,127184043.9,Settled On Time,,,,N/A,0.0,,0.0
T103006,2026-04-16,2026-04-17,ETF,Ironwood Clearing,Buy,16249,40.98,665880.75,Settled On Time,,,,N/A,0.0,,0.0
T103007,2026-07-08,2026-07-09,Equity,Dunmore & Co.,Sell,3961,25.12,99514.64,Settled On Time,,,,N/A,0.0,,0.0
T103008,2026-06-02,2026-06-03,Equity,Ironwood Clearing,Buy,8412,158.34,1331964.72,Settled On Time,,,,N/A,0.0,,0.0
T103009,2026-05-18,2026-05-20,Corporate Bond,Greystone Trading LLC,Sell,1745607,97.33,169901134.57,Settled On Time,,,,N/A,0.0,,0.0
T103010,2026-08-12,2026-08-13,Equity,Sable Point Capital,Buy,12957,32.23,417585.57,Settled On Time,,,,N/A,0.0,,0.0
T103011,2026-07-20,2026-07-21,Government Bond,Greystone Trading LLC,Buy,503092,100.01,50313190.1,Settled On Time,,,,N/A,0.0,,0.0
T103012,2026-08-19,2026-08-21,Corporate Bond,Meridian Capital Partners,Buy,698516,103.05,71985112.2,Settled On Time,,,,N/A,0.0,,0.0
T103013,2026-04-17,2026-04-21,Corporate Bond,Caldera Prime Brokerage,Sell,1411980,94.23,133051827.37,Settled On Time,,,,N/A,0.0,,0.0
T103014,2026-07-29,2026-07-30,Equity,Journeyman Capital,Sell,8905,249.05,2217817.19,Settled On Time,,,,N/A,0.0,,0.0
T103015,2026-04-06,2026-04-08,Corporate Bond,Quorum Custody Bank,Buy,855446,98.4,84176793.94,Settled On Time,,,,N/A,0.0,,0.0
T103016,2026-07-21,2026-07-22,Government Bond,Northbridge Prime Services,Sell,914750,101.6,92935937.09,Settled On Time,,,,N/A,0.0,,0.0
T103017,2026-06-04,2026-06-05,Equity,Fenwick Custody Solutions,Sell,11665,33.05,385525.93,Settled On Time,,,,N/A,0.0,,0.0
T103018,2026-06-15,2026-06-16,Equity,Thornfield Global Clearing,Buy,7395,86.76,641619.46,Settled On Time,,,,N/A,0.0,,0.0
T103019,2026-03-18,2026-03-19,Equity,Quorum Custody Bank,Sell,8564,18.33,156940.26,Settled On Time,,,,N/A,0.0,,0.0
T103020,2026-08-04,2026-08-05,Equity,Ironwood Clearing,Sell,11739,47.03,552051.08,Settled On Time,,,,N/A,0.0,,0.0
T103021,2026-04-16,2026-04-20,Corporate Bond,Thornfield Global Clearing,Buy,1023376,101.39,103762478.67,Settled On Time,,,,N/A,0.0,,0.0
T103022,2026-06-15,2026-06-16,ETF,Dunmore & Co.,Sell,8679,246.74,2141472.68,Settled On Time,,,,N/A,0.0,,0.0
T103023,2026-03-27,2026-03-30,ETF,Greystone Trading LLC,Buy,8592,129.48,1112519.39,Settled On Time,,,,N/A,0.0,,0.0
T103024,2026-08-12,2026-08-13,Equity,Sable Point Capital,Sell,12944,25.64,331904.39,Settled On Time,,,,N/A,0.0,,0.0
T103025,2026-04-24,2026-04-27,Equity,Thornfield Global Clearing,Sell,14776,19.9,294106.5,Settled On Time,,,,N/A,0.0,,0.0
T103026,2026-07-14,2026-07-15,Equity,Quorum Custody Bank,Buy,16945,126.96,2151318.63,Settled On Time,,,,N/A,0.0,,0.0
T103027,2026-07-14,2026-07-15,Government Bond,Dunmore & Co.,Buy,297496,98.77,29382665.91,Settled On Time,,,,N/A,0.0,,0.0
T103028,2026-06-04,2026-06-08,Corporate Bond,Everline Global Markets,Buy,607046,95.96,58251579.54,Settled On Time,,,,N/A,0.0,,0.0
T103029,2026-03-19,2026-03-20,Equity,Meridian Capital Partners,Buy,6642,23.12,153565.17,Settled On Time,,,,N/A,0.0,,0.0
T103030,2026-04-17,2026-04-21,Corporate Bond,Bellwether Capital Partners,Buy,1509644,103.39,156088608.28,Settled On Time,,,,N/A,0.0,,0.0
T103031,2026-06-16,2026-06-17,Equity,Thornfield Global Clearing,Sell,2491,32.64,81298.98,Settled On Time,,,,N/A,0.0,,0.0
T103032,2026-06-03,2026-06-04,Equity,Sable Point Capital,Sell,1947,30.08,58566.55,Settled On Time,,,,N/A,0.0,,0.0
T103033,2026-06-11,2026-06-12,Equity,Quorum Custody Bank,Buy,13560,121.24,1644001.43,Settled On Time,,,,N/A,0.0,,0.0
T103034,2026-04-13,2026-04-14,Government Bond,Thornfield Global Clearing,Sell,1046731,100.84,105555416.4,Settled On Time,,,,N/A,0.0,,0.0
T103035,2026-06-03,2026-06-05,Corporate Bond,Everline Global Markets,Buy,1881305,96.47,181480138.74,Settled On Time,,,,N/A,0.0,,0.0
T103036,2026-03-13,2026-03-17,Corporate Bond,Ridgeline Brokerage,Buy,1965698,99.29,195171695.88,Settled On Time,,,,N/A,0.0,,0.0
T103037,2026-05-25,2026-05-26,Equity,Fenwick Custody Solutions,Buy,8673,111.3,965324.27,Settled On Time,,,,N/A,0.0,,0.0
T103038,2026-03-13,2026-03-16,Equity,Caldera Prime Brokerage,Buy,8261,132.85,1097458.36,Settled On Time,,,,N/A,0.0,,0.0
T103039,2026-06-25,2026-06-29,Corporate Bond,Fenwick Custody Solutions,Sell,829989,97.42,80857589.14,Settled On Time,,,,N/A,0.0,,0.0
T103040,2026-06-09,2026-06-10,Equity,Palisade Trading Group,Sell,14699,31.48,462781.6,Settled On Time,,,,N/A,0.0,,0.0
T103041,2026-07-29,2026-07-30,Government Bond,Sable Point Capital,Sell,1243021,99.29,123421568.39,Settled On Time,,,,N/A,0.0,,0.0
T103042,2026-05-20,2026-05-22,Corporate Bond,Meridian Capital Partners,Buy,180997,91.28,16521346.04,Settled On Time,,,,N/A,0.0,,0.0
T103043,2026-03-26,2026-03-27,Equity,Everline Global Markets,Sell,13511,140.43,1897371.29,Settled On Time,,,,N/A,0.0,,0.0
T103044,2026-04-09,2026-04-13,Corporate Bond,Meridian Capital Partners,Sell,1673435,98.24,164395305.6,Settled On Time,,,,N/A,0.0,,0.0
T103045,2026-07-23,2026-07-24,Government Bond,Kestrel Institutional Brokers,Sell,525809,101.7,53474711.84,Settled On Time,,,,N/A,0.0,,0.0
T103046,2026-08-18,2026-08-19,ETF,Kestrel Institutional Brokers,Buy,4211,98.73,415748.29,Failed,Insufficient Funds,3.0,2026-08-22,Resolved,3.0,3-5 days,183.62
T103047,2026-03-09,2026-03-11,Corporate Bond,Greystone Trading LLC,Buy,63592,101.88,6478550.56,Settled On Time,,,,N/A,0.0,,0.0
T103048,2026-06-29,2026-06-30,Government Bond,Caldera Prime Brokerage,Buy,515397,94.89,48904359.64,Settled On Time,,,,N/A,0.0,,0.0
T103049,2026-05-25,2026-05-26,Equity,Harborview Asset Services,Buy,18293,31.3,572509.45,Settled On Time,,,,N/A,0.0,,0.0
T103050,2026-04-14,2026-04-15,Government Bond,Ridgeline Brokerage,Buy,1462336,91.69,134077291.42,Settled On Time,,,,N/A,0.0,,0.0
T103051,2026-05-28,2026-05-29,Equity,Ironwood Clearing,Buy,17513,32.19,563778.77,Settled On Time,,,,N/A,0.0,,0.0
T103052,2026-08-13,2026-08-17,Corporate Bond,Ashford Securities,Sell,319265,96.4,30775992.71,Settled On Time,,,,N/A,0.0,,0.0
T103053,2026-04-02,2026-04-06,Corporate Bond,Greystone Trading LLC,Buy,1789425,97.62,174675394.95,Settled On Time,,,,N/A,0.0,,0.0
T103054,2026-07-27,2026-07-29,Corporate Bond,Journeyman Capital,Sell,641307,97.95,62816423.03,Settled On Time,,,,N/A,0.0,,0.0
T103055,2026-03-13,2026-03-16,ETF,Lindenmoor Securities,Buy,17055,55.67,949499.88,Settled On Time,,,,N/A,0.0,,0.0
T103056,2026-07-06,2026-07-08,Corporate Bond,Meridian Capital Partners,Sell,1091096,101.11,110318744.95,Settled On Time,,,,N/A,0.0,,0.0
T103057,2026-03-11,2026-03-12,Equity,Ironwood Clearing,Buy,15018,33.48,502773.75,Settled On Time,,,,N/A,0.0,,0.0
T103058,2026-03-09,2026-03-10,Equity,Caldera Prime Brokerage,Sell,13091,34.34,449577.1,Settled On Time,,,,N/A,0.0,,0.0
T103059,2026-03-04,2026-03-05,Equity,Ironwood Clearing,Sell,17950,51.24,919692.42,Settled On Time,,,,N/A,0.0,,0.0
T103060,2026-07-21,2026-07-22,ETF,Ashford Securities,Buy,2474,36.27,89743.24,Settled On Time,,,,N/A,0.0,,0.0
T103061,2026-06-09,2026-06-10,Equity,Kestrel Institutional Brokers,Buy,3280,30.35,99559.74,Settled On Time,,,,N/A,0.0,,0.0
T103062,2026-07-01,2026-07-02,Equity,Ironwood Clearing,Buy,19110,64.2,1226843.36,Settled On Time,,,,N/A,0.0,,0.0
T103063,2026-03-26,2026-03-27,Government Bond,Harborview Asset Services,Sell,1110816,103.26,114703962.05,Settled On Time,,,,N/A,0.0,,0.0
T103064,2026-08-11,2026-08-12,Equity,Northbridge Prime Services,Buy,8381,8.79,73654.73,Failed,DK - Trade/Documentation Discrepancy,2.0,2026-08-14,Resolved,2.0,1-2 days,21.69
T103065,2026-07-22,2026-07-23,Equity,Palisade Trading Group,Sell,5040,64.05,322824.3,Settled On Time,,,,N/A,0.0,,0.0
T103066,2026-05-26,2026-05-27,Equity,Fenwick Custody Solutions,Sell,11034,25.46,280958.12,Settled On Time,,,,N/A,0.0,,0.0
T103067,2026-08-06,2026-08-07,Equity,Kestrel Institutional Brokers,Sell,17889,34.17,611308.58,Settled On Time,,,,N/A,0.0,,0.0
T103068,2026-03-24,2026-03-26,Corporate Bond,Kestrel Institutional Brokers,Buy,371090,98.42,36522958.67,Settled On Time,,,,N/A,0.0,,0.0
T103069,2026-04-20,2026-04-21,Equity,Kestrel Institutional Brokers,Sell,2624,34.75,91196.57,Settled On Time,,,,N/A,0.0,,0.0
T103070,2026-03-06,2026-03-09,Equity,Ironwood Clearing,Buy,3553,105.66,375407.8,Settled On Time,,,,N/A,0.0,,0.0
T103071,2026-03-27,2026-03-30,Government Bond,Everline Global Markets,Sell,1194463,97.79,116811765.01,Settled On Time,,,,N/A,0.0,,0.0
T103072,2026-07-28,2026-07-30,Corporate Bond,Dunmore & Co.,Buy,544115,99.57,54177260.24,Settled On Time,,,,N/A,0.0,,0.0
T103073,2026-05-11,2026-05-13,Corporate Bond,Ashford Securities,Buy,593914,99.61,59159004.2,Settled On Time,,,,N/A,0.0,,0.0
T103074,2026-06-23,2026-06-24,Government Bond,Bellwether Capital Partners,Buy,136148,94.39,12850993.38,Settled On Time,,,,N/A,0.0,,0.0
T103075,2026-08-04,2026-08-05,Government Bond,Quorum Custody Bank,Sell,1464347,99.02,144996269.18,Settled On Time,,,,N/A,0.0,,0.0
T103076,2026-07-14,2026-07-15,Equity,Bellwether Capital Partners,Buy,12907,77.73,1003240.51,Settled On Time,,,,N/A,0.0,,0.0
T103077,2026-05-08,2026-05-12,Corporate Bond,Ridgeline Brokerage,Buy,445715,97.93,43648741.49,Settled On Time,,,,N/A,0.0,,0.0
T103078,2026-04-29,2026-05-01,Corporate Bond,Ridgeline Brokerage,Buy,1338537,104.57,139969299.6,Settled On Time,,,,N/A,0.0,,0.0
T103079,2026-03-17,2026-03-18,Equity,Everline Global Markets,Buy,13409,48.62,652001.39,Settled On Time,,,,N/A,0.0,,0.0
T103080,2026-07-27,2026-07-28,Equity,Ironwood Clearing,Sell,14293,33.09,473004.94,Settled On Time,,,,N/A,0.0,,0.0
T103081,2026-08-24,2026-08-25,Equity,Harborview Asset Services,Sell,17972,94.44,1697360.12,Settled On Time,,,,N/A,0.0,,0.0
T103082,2026-05-27,2026-05-29,Corporate Bond,Harborview Asset Services,Buy,1351277,96.42,130295686.4,Settled On Time,,,,N/A,0.0,,0.0
T103083,2026-05-27,2026-05-29,Corporate Bond,Harborview Asset Services,Sell,291494,101.61,29618385.61,Settled On Time,,,,N/A,0.0,,0.0
T103084,2026-07-29,2026-07-31,Corporate Bond,Greystone Trading LLC,Sell,1957348,103.33,202247700.29,Settled On Time,,,,N/A,0.0,,0.0
T103085,2026-04-29,2026-04-30,Equity,Northbridge Prime Services,Buy,15274,191.77,2929095.74,Settled On Time,,,,N/A,0.0,,0.0
T103086,2026-05-11,2026-05-12,Equity,Ironwood Clearing,Sell,16255,53.54,870270.68,Settled On Time,,,,N/A,0.0,,0.0
T103087,2026-08-06,2026-08-07,ETF,Dunmore & Co.,Sell,19575,116.25,2275597.51,Settled On Time,,,,N/A,0.0,,0.0
T103088,2026-05-05,2026-05-06,ETF,Harborview Asset Services,Sell,11879,44.04,523194.84,Settled On Time,,,,N/A,0.0,,0.0
T103089,2026-08-12,2026-08-13,Government Bond,Thornfield Global Clearing,Sell,1131443,97.94,110818325.66,Settled On Time,,,,N/A,0.0,,0.0
T103090,2026-03-26,2026-03-27,Government Bond,Thornfield Global Clearing,Buy,1399989,100.61,140849001.82,Settled On Time,,,,N/A,0.0,,0.0
T103091,2026-05-27,2026-05-28,Government Bond,Bellwether Capital Partners,Buy,665767,100.98,67226979.03,Settled On Time,,,,N/A,0.0,,0.0
T103092,2026-05-26,2026-05-27,Government Bond,Lindenmoor Securities,Sell,1794826,98.25,176337452.34,Settled On Time,,,,N/A,0.0,,0.0
T103093,2026-04-22,2026-04-23,Government Bond,Thornfield Global Clearing,Buy,33402,102.29,3416587.41,Settled On Time,,,,N/A,0.0,,0.0
T103094,2026-08-19,2026-08-20,ETF,Dunmore & Co.,Buy,4800,57.69,276914.86,Settled On Time,,,,N/A,0.0,,0.0
T103095,2026-05-25,2026-05-26,Equity,Bellwether Capital Partners,Buy,2486,17.84,44338.43,Settled On Time,,,,N/A,0.0,,0.0
T103096,2026-08-04,2026-08-05,Equity,Everline Global Markets,Sell,7200,33.38,240339.8,Settled On Time,,,,N/A,0.0,,0.0
T103097,2026-04-07,2026-04-08,Equity,Greystone Trading LLC,Sell,14132,80.76,1141265.52,Settled On Time,,,,N/A,0.0,,0.0
T103098,2026-04-30,2026-05-01,Equity,Sable Point Capital,Buy,16415,40.05,657402.47,Settled On Time,,,,N/A,0.0,,0.0
T103099,2026-05-22,2026-05-25,Equity,Fenwick Custody Solutions,Sell,7387,29.93,221104.51,Settled On Time,,,,N/A,0.0,,0.0
T103100,2026-06-08,2026-06-09,Government Bond,Greystone Trading LLC,Buy,1349367,95.87,129360065.66,Settled On Time,,,,N/A,0.0,,0.0
T103101,2026-04-08,2026-04-09,Equity,Fenwick Custody Solutions,Buy,11670,29.03,338828.22,Settled On Time,,,,N/A,0.0,,0.0
T103102,2026-04-23,2026-04-24,Government Bond,Harborview Asset Services,Sell,128535,92.45,11882863.8,Settled On Time,,,,N/A,0.0,,0.0
T103103,2026-06-18,2026-06-22,Corporate Bond,Thornfield Global Clearing,Sell,1076591,99.09,106674122.68,Settled On Time,,,,N/A,0.0,,0.0
T103104,2026-04-16,2026-04-20,Corporate Bond,Bellwether Capital Partners,Buy,1445497,99.68,144090797.73,Settled On Time,,,,N/A,0.0,,0.0
T103105,2026-07-14,2026-07-16,Corporate Bond,Journeyman Capital,Sell,16218,101.09,1639495.4,Settled On Time,,,,N/A,0.0,,0.0
T103106,2026-05-22,2026-05-25,Equity,Meridian Capital Partners,Sell,4303,58.22,250507.13,Settled On Time,,,,N/A,0.0,,0.0
T103107,2026-08-20,2026-08-24,Corporate Bond,Caldera Prime Brokerage,Buy,783071,98.39,77043403.44,Settled On Time,,,,N/A,0.0,,0.0
T103108,2026-04-09,2026-04-10,Equity,Ashford Securities,Buy,17326,18.66,323283.18,Settled On Time,,,,N/A,0.0,,0.0
T103109,2026-07-28,2026-07-29,Government Bond,Thornfield Global Clearing,Sell,1602237,99.94,160132116.18,Settled On Time,,,,N/A,0.0,,0.0
T103110,2026-05-26,2026-05-27,Equity,Fenwick Custody Solutions,Buy,10534,53.29,561352.11,Settled On Time,,,,N/A,0.0,,0.0
T103111,2026-03-13,2026-03-16,Equity,Everline Global Markets,Sell,1997,58.09,115997.92,Settled On Time,,,,N/A,0.0,,0.0
T103112,2026-07-02,2026-07-06,Corporate Bond,Greystone Trading LLC,Sell,1966377,93.81,184469199.45,Settled On Time,,,,N/A,0.0,,0.0
T103113,2026-04-06,2026-04-08,Corporate Bond,Bellwether Capital Partners,Buy,1718298,98.75,169685158.81,Settled On Time,,,,N/A,0.0,,0.0
T103114,2026-03-23,2026-03-24,ETF,Caldera Prime Brokerage,Sell,13637,84.01,1145700.42,Settled On Time,,,,N/A,0.0,,0.0
T103115,2026-06-02,2026-06-04,Corporate Bond,Ashford Securities,Sell,80818,104.44,8440422.26,Settled On Time,,,,N/A,0.0,,0.0
T103116,2026-07-17,2026-07-20,Equity,Kestrel Institutional Brokers,Sell,11497,39.86,458252.78,Settled On Time,,,,N/A,0.0,,0.0
T103117,2026-04-14,2026-04-16,Corporate Bond,Journeyman Capital,Buy,1352346,101.21,136866259.51,Settled On Time,,,,N/A,0.0,,0.0
T103118,2026-06-18,2026-06-19,Equity,Fenwick Custody Solutions,Sell,5369,26.31,141265.18,Settled On Time,,,,N/A,0.0,,0.0
T103119,2026-02-27,2026-03-02,Equity,Sable Point Capital,Buy,9189,111.37,1023404.02,Settled On Time,,,,N/A,0.0,,0.0
T103120,2026-03-31,2026-04-01,Equity,Greystone Trading LLC,Sell,7006,21.48,150478.59,Settled On Time,,,,N/A,0.0,,0.0
T103121,2026-07-13,2026-07-14,Equity,Ashford Securities,Buy,16832,61.62,1037110.35,Settled On Time,,,,N/A,0.0,,0.0
T103122,2026-02-27,2026-03-02,Equity,Bellwether Capital Partners,Sell,16949,90.87,1540151.45,Settled On Time,,,,N/A,0.0,,0.0
T103123,2026-05-01,2026-05-04,ETF,Oakferry Markets,Buy,14352,63.22,907338.81,Settled On Time,,,,N/A,0.0,,0.0
T103124,2026-05-28,2026-05-29,Equity,Kestrel Institutional Brokers,Sell,3200,61.05,195346.41,Settled On Time,,,,N/A,0.0,,0.0
T103125,2026-03-10,2026-03-11,Equity,Fenwick Custody Solutions,Sell,6547,129.26,846266.26,Settled On Time,,,,N/A,0.0,,0.0
T103126,2026-08-21,2026-08-24,ETF,Everline Global Markets,Buy,5225,161.58,844251.97,Settled On Time,,,,N/A,0.0,,0.0
T103127,2026-05-28,2026-05-29,Equity,Everline Global Markets,Buy,8202,24.66,202269.49,Settled On Time,,,,N/A,0.0,,0.0
T103128,2026-04-28,2026-04-30,Corporate Bond,Ironwood Clearing,Sell,1511243,99.73,150718404.88,Settled On Time,,,,N/A,0.0,,0.0
T103129,2026-08-21,2026-08-24,Government Bond,Oakferry Markets,Buy,1658516,98.73,163738874.36,Settled On Time,,,,N/A,0.0,,0.0
T103130,2026-06-08,2026-06-09,Equity,Meridian Capital Partners,Buy,17108,31.39,536950.9,Settled On Time,,,,N/A,0.0,,0.0
T103131,2026-06-29,2026-06-30,Government Bond,Oakferry Markets,Sell,1023778,93.82,96047173.1,Settled On Time,,,,N/A,0.0,,0.0
T103132,2026-03-13,2026-03-16,Equity,Ashford Securities,Sell,5413,39.53,213992.25,Settled On Time,,,,N/A,0.0,,0.0
T103133,2026-03-26,2026-03-27,Equity,Lindenmoor Securities,Buy,14051,546.47,7678514.15,Settled On Time,,,,N/A,0.0,,0.0
T103134,2026-03-05,2026-03-09,Corporate Bond,Palisade Trading Group,Sell,284902,101.77,28994117.17,Settled On Time,,,,N/A,0.0,,0.0
